,question,expected_answer,chatbot_answer,page,chatbot_page,cos_sim_baseline,rouge_1_f1_baseline,rouge_2_f1_baseline,rouge_l_f1_baseline,page_match
221,What causes a diabetic emergency?,"If food intake, exercise, and medication are not in balance, the person may experience a diabetic emergency. This can happen when blood glucose levels fluctuate outside the normal range.","A diabetic emergency can be caused by fluctuations in blood sugar levels that are not properly managed. This can occur due to a variety of reasons, including:

1. Hypoglycemia (low blood sugar): This can happen if a person with diabetes",131,0,0.70102704,0.38095237601410936,0.12121211632690562,0.25396824902998244,0
222,What is the guideline for determining if an object is a choking hazard for children younger than 4 years old?,"Toys smaller than 4 cm (1.5 in.) in diameter are choking hazards for babies and toddlers. If an object can fit through a toilet paper tube, it is not safe for children younger than 4 years old.","The guideline for determining if an object is a choking hazard for children younger than 4 years old is the small parts test. If the object is small enough to pass through a small parts tester cylinder without getting caught, then it is considered a choking hazard",47,0,0.70412636,0.4347826036967024,0.22784809628585176,0.4347826036967024,0
223,What would you do if you added teeth?,"Put the tooth in propolis, egg white, coconut water, whole milk, or saline, if available, and keep it with the person. If none of these are available, wrap the tooth in gauze (or a clean cloth) with some of the person’s own saliva. Get the person to a dentist as soon as possible.","If you added teeth to a specific object, it would depend on the context and purpose of why you added them. Teeth are typically associated with biting, chewing, or cutting, so adding teeth could potentially enhance the functionality or aesthetic appearance of the object,",102,0,0.38597953,0.25974025476134266,0.043956038985630316,0.2337662287873167,0
224,What would you do if possible?,"If possible, remove jewellery or other extraneous material that may restrict blood flow to the affected area. If possible, elevate any thawed extremities above the level of the heart.","If you let me know what you need help with or what you're looking to accomplish, I can provide you with guidance, information, suggestions, or steps to get you closer to achieving your goal. Just let me know how I can assist you today",150,0,0.017168073,0.10909090413223163,0.0,0.10909090413223163,0
225,What do you do if you can't see the name on your medication label?,"Try to confirm their identity by asking bystanders, looking for a piece of photo ID, or checking for a medical identification product.","If you can't see the name on your medication label, it's important to take extra precautions to ensure you are taking the correct medication. Here are some steps you can take:

1. Contact your pharmacist: Reach out to your pharmacist for assistance.",36,0,0.4033132,0.07547169341402665,0.0,0.07547169341402665,0
226,What would you do if you were bitten by a snake?,"If you are bitten by a snake, you should call EMS/9-1-1 and get an AED. Before providing care, ensure that the snake is no longer present. Keep the injured site still and level with the heart, if possible. If the bite is on a limb, remove any jewellery or tight clothing from the limb and watch for swelling. Wash the wound with water and cover it with a clean, dry dressing.","If you are bitten by a snake, it is important to seek medical attention immediately as snake bites can be very serious. While waiting for help to arrive, you can take the following steps:

1. Stay calm and try to keep the bitten area as",175,0,0.6493963,0.276595739864192,0.10526315315481707,0.23404254837483035,0
227,What are the symptoms of osteoporosis?,"The loss of density and strength leaves bones more susceptible to fractures (especially of the hips, vertebrae, and wrists). Instead of being caused by tremendous force, fractures may now occur spontaneously, with little or no aggravation, trauma, or force.","Symptoms of osteoporosis can include:

1. Back pain, caused by a fractured or collapsed vertebra
2. Loss of height over time
3. Stooped posture
4. Bone fractures that occur more easily than expected, such as",128,0,0.49377462,0.2058823479411766,0.02777777279321077,0.17647058323529427,0
228,What would you do if you were to give birth while pregnant?,"Provide comfort and reassurance, facilitate the process, wait for EMS personnel to arrive.","I'm not a medical professional, but I recommend seeking immediate medical help if you suspect you are experiencing this rare situation. It's important to consult with a healthcare provider for proper evaluation and guidance.",137,0,0.4159163,0.13636363220041336,0.0,0.045454541291322696,0
229,What are the signs and symptoms of urushiol contact?,"Itchy skin, reddening of the skin, bumps, and blisters.","Urushiol contact, also known as poison ivy, poison oak, or poison sumac contact, can cause a rash that is red, itchy, and sometimes blistering. The signs and symptoms may include:

1. Redness and swelling",165,0,0.56800604,0.05405405066471898,0.0,0.05405405066471898,0
230,Does amputation always cause severe bleeding?,"No, bleeding may or may not be severe.","Yes, amputation typically causes severe bleeding due to the severing of blood vessels. It is important to seek immediate medical attention if amputation occurs in order to control the bleeding and prevent further complications.",106,0,0.4160539,0.11111110797839514,0.0,0.11111110797839514,0
231,What should be done if a pregnant woman needs to be placed under the hip during CPR?,"If a bystander is available, ask them to find a soft object. Do not interrupt or delay starting CPR to find an object yourself.","If a pregnant woman needs to be placed under the hip during CPR, it is important to take additional precautions to ensure the safety of both the mother and the baby. Here are some steps to take:

1. Ensure that the pregnant woman is lying flat",71,0,0.40657145,0.14285713826530627,0.030303025858586515,0.14285713826530627,0
232,What should you have to provide a barrier when giving rescue breaths?,"Barrier devices, such as a pocket mask or face shield","In order to provide a barrier when giving rescue breaths, it is recommended to use a face mask or a CPR face shield. This helps prevent direct contact or transfer of bodily fluids between the rescuer and the person receiving assistance, reducing the risk of",12,0,0.57636595,0.2127659540968765,0.07547169529369893,0.2127659540968765,0
233,What should EMS personnel do when they arrive and make the scene safe?,Offer your assistance as appropriate,"When EMS personnel arrive on the scene and make it safe, they should follow these steps:

1. Ensure personal safety: First, prioritize the safety of yourself and your team. Assess the scene for any potential hazards and take necessary precautions to prevent harm to",29,0,0.33705002,0.04651162585181188,0.0,0.04651162585181188,0
234,What are the symptoms of heat stroke?,"The symptoms of heat stroke include high core temperature, hot and dry skin, flushed or pale skin, headache, altered mental status (confusion), irritable or aggressive behavior, progressive loss of responsiveness, rapid and irregular pulse, rapid and shallow breathing, vision problems, seizures or coma.","Heat stroke is a serious form of heat-related illness that occurs when the body's temperature regulation fails. Symptoms of heat stroke can include:

1. High body temperature (above 103°F)
2. Altered mental state or behavior changes
3.",146,0,0.8412058,0.14285713786122467,0.05194804696913524,0.14285713786122467,0
235,What would you do if a person's condition improved?,Recommend that he or she eat a complete meal.,"If a person's condition improved, I would support them by providing encouragement and positive reinforcement. I would also work with them to adjust their treatment plan as needed to ensure continued progress and address any new goals they may have. Celebrating their progress and achievement",133,0,0.1050923,0.043478257722117435,0.0,0.043478257722117435,0
236,What should you do after providing care and removing your gloves?,"After providing care and removing your gloves, you should dispose of the gloves properly, wash your hands thoroughly, and put on a clean pair of gloves before assisting the next person if multiple people require care.","After providing care and removing your gloves, you should wash your hands thoroughly with soap and water to prevent the spread of germs. This is an important step in maintaining good hygiene and preventing the transmission of infections.",25,0,0.7419261,0.4126984077097506,0.27777777278163585,0.4126984077097506,0
237,What do employees do before closing the vehicle door?,"Caregivers should ensure that everyone's fingers, hands, and feet are clear of doors before the doors are closed.","Before closing the vehicle door, employees typically ensure that all passengers have entered or exited the vehicle safely, check for any personal belongings left behind, and make sure the area around the vehicle is clear to avoid any obstructions. They may also double-check that",199,0,0.4921856,0.18867924106799583,0.034482754476813815,0.1509433920113921,0
238,What should be done if blood or other potentially infectious materials spill onto the floor or another surface?,"If blood or other potentially infectious materials spill onto the floor or another surface, steps should be taken to prevent unnecessary people from accessing the area. Sharp objects should not be picked up with bare hands and should be removed and disposed of using tongs, a disposable scoop and scraper, or two pieces of cardboard. The spill should be carefully wiped up using absorbent towels and a disinfectant solution should be applied. After letting the solution stand for at least 10 minutes, the surface should be wiped clean and all materials used to clean up the spill should be disposed of in a labeled biohazard container.","If blood or other potentially infectious materials spill onto the floor or another surface, it is important to follow these steps to properly clean up and dispose of the spill:

1. Put on appropriate personal protective equipment (PPE) such as gloves and a protective",26,0,0.8425136,0.3703703657561729,0.2127659532075852,0.3703703657561729,0
239,What should you do after helping the person move away from asthma triggers?,"After helping the person move away from asthma triggers, you should help the person get into a comfortable position and provide reassurance. Assist the person in taking any prescribed quick-relief asthma medication that they have available.","After helping the person move away from asthma triggers, it is important to monitor their condition and ensure they are feeling better. You can also remind them to take any prescribed asthma medication as directed. It may also be helpful to provide further guidance on how to",83,0,0.80195636,0.4109588992231188,0.25316455209742034,0.4109588992231188,0
240,What should you look for when reviewing?,"Hazards such as spilled chemicals, hostile bystanders, or oncoming traffic","When you are reviewing something, whether it is a document, a piece of work, or a situation, it is important to look for several key things:

1. Accuracy: Make sure that all information presented is correct and free of errors.
2.",29,0,0.14408994,0.044444440987654585,0.0,0.044444440987654585,0
241,What precautions should you take around water?,"Always be very careful around water: Before diving, make sure that the water is deep enough, and check for objects below the surface, such as logs or pilings. Pools at homes, motels, or hotels may not be safe for diving. Enter unknown water feet first. Enter above-ground pools feet first. When bodysurfing, keep your arms out in front of you to protect your head and neck.","It's important to take certain precautions when around water to ensure safety. Here are some tips to consider:

1. Always swim in designated swimming areas and follow any posted rules and regulations.
2. Never swim alone – always have a buddy with you.
",114,0,0.5515475,0.14583332847222238,0.0,0.14583332847222238,0
242,What dangers come with great pain?,Obesity also increases the risk of high blood pressure and blood cholesterol levels.,"Great pain can pose various dangers both physically and mentally. Some potential dangers include:

- Physical harm: Extreme pain may be a sign of a serious medical condition that requires immediate attention. Ignoring or delaying treatment for the underlying cause of the pain can lead",55,0,0.13491356,0.1199999963520001,0.0,0.1199999963520001,0
243,How do you prepare an oral medication for a person?,Hand them the correct number of tablets.,"Here are the general steps to prepare an oral medication for a person:

1. Wash your hands to ensure cleanliness.
2. Check the prescription label to confirm the correct medication, dosage, and frequency.
3. Gather the necessary supplies, including the medication",36,0,0.41487885,0.09756097277810835,0.043478258601134336,0.09756097277810835,0
244,What are the signs and symptoms of a stroke?,"The signs and symptoms of a stroke can vary, but may include sudden severe headache, dizziness or confusion, unresponsiveness or temporary loss of responsiveness, and sudden loss of bladder or bowel control.","The signs and symptoms of a stroke can vary depending on the type of stroke and the area of the brain affected, but common signs and symptoms may include:

1. Sudden numbness or weakness in the face, arm, or leg - especially on",58,0,0.8381585,0.3928571379145408,0.19999999510204094,0.3214285664859694,0
245,What should you do if you find giant or wild parsnips?,The location should be reported to the local environmental or municipal authorities.,"If you find giant or wild parsnips, it's important to exercise caution because their sap can cause skin irritation or burns when exposed to sunlight. Here are some steps you can take:

1. Avoid direct skin contact with the plant, especially with",166,0,0.24784166,0.12499999625000012,0.0,0.12499999625000012,0
246,What are some typical symptoms of partial suffocation?,"A look of panic with wide eyes, forceful or weak coughing, one or both hands clutching the throat.","Some typical symptoms of partial suffocation may include shortness of breath, wheezing, coughing, chest tightness, anxiety, confusion, dizziness, and potentially loss of consciousness. It is important to seek immediate medical attention if you suspect someone",47,0,0.353872,0.07999999551200027,0.0,0.07999999551200027,0
247,What should you encourage the person to do?,Encourage the person to seek medical attention.,"I would encourage the person to set specific and achievable goals, create a plan of action, and stay organized and focused on their priorities. It's also important for them to stay positive, stay motivated, and seek support when needed. Remember that progress takes",150,0,0.37543687,0.18181817914256201,0.0833333311458334,0.18181817914256201,0
